specificity,file_path,row_num,row_id,field_citation,field_iso3,parent_id,input_type,modelable_entity_id,modelable_entity_name,underlying_nid,underlying_field_citation_value,page_num,table_num,source_type,location_name,location_name_2,location_id_2,location flag,location_id,ihme_loc_id,smaller_site_unit,site_memo,representative_name,urbanicity_type,recall_type,recall_type_value,sampling_type,lat,long,latlong_source+S:Z,location type,geo_accuracy,geo_precision,shape_type,poly_type,buffer_radius,poly_reference,poly_id,poly_id_field_name,site_notes,sex,sex_issue,year_start,month_start,year_end,month_end,year_accuracy,year_issue,age_start,age_end,age_issue,age_demographer,measure,range_only,range_lower,range_upper,mean,lower,upper,standard_error,effective_sample_size,cases,sample_size,mf_density_pos,mf_density_tot,density issue,density notes,design_effect,unit_type,unit_value_as_published,measure_issue,measure_adjustment,uncertainty_type,uncertainty_type_value,response_rate,case_name,case_definition,case_diagnostics,filarial species,vector Culex,vector Anopheles,vector Aedes,vector Mansonia,dominant vector,group,unique,group_review,note_modeler,note_SR,Exclude,extractor,is_outlier,data_sheet_filepath,cv_TxNum,cv_TxPerc,COMMENTS,cv_MDAbase,cv_MDAend,cv_MDAschool,n_rounds,cv_SS,cv_spotcheck,cv_LQAS,cv_mapping_survey,cv_ICT,cv_blood_smear,cv_filter,cv_Og4C3,cv_oth_diag,cv_vector control,cv_OtherIntervention1,cv_OtherIntervention2,InterventionType,cv_Slum,CityName,cv_Pregnant,cv_Indigenous,GroupName,cv_DxType,cv_NumStools,cv_DxConcentration,loc_id,title,nid,diag_BS,diag_ICT,diag_ELISA_Ab,diag_ELISA_Ag,diag_other,V2,Comments_KK
total,J:\Project\NTDS\data\LF\Exctracted PDFs\Reeve_Comparative_Accuracy_Effectiveness_Diagnostics_LF_PNG.pdf,3336,105,"#*#Author#*#Reeve D. #*#Title#*#Comparative accuracy and “field-friendly” effectiveness of diagnostic tools for lymphatic filariasis and neurocysticercosis in Papua New Guinea and Timor Leste with consideration on the impact on parasite reduction programs [Internet] [PhD]. James Cook University, School of Public Health, Tropical Medicine and Rehabilitation Sciences; #*#Date#*#2010 [cited 2017 Jan 18]. Available from: http://researchonline.jcu.edu.au/19042/2/02whole.pdf",PNG,NA,NA,1491,Prevalence of detectable microfiliaria due to lymphatic filariasis,NA,NA,99,"3,3",Survey - cross-sectional,Papua New Guinea|PNG,,NA,NA,26,PNG,NA,"Oro Bay, Ijivitari District, Northern (Oro) Province",Representative for subnational location only,unknown,Point,NA,,-8.880784,148.491074,,Village,0,0,point,,NA,,NA,,,Both,NA,2006,,2006,,0,NA,5,99,1,1,prevalence,NA,NA,NA,0.03,NA,NA,NA,NA,NA,416,NA,NA,NA,,NA,person,1,0,NA,NA,NA,NA,antigenaemia,CFA in blood,Og4C3 detected by ELISA,Wuchereria bancrofti,NA,NA,NA,NA,,585,585.2,NA,NA,Extracted from Graves 2013 with a look at original paper for further detail. Upper age limit not reported. Convenience sampling.,NA,cserway,NA,NA,NA,,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,,288461,NA,NA,0,1,0,6,
total,J:\Project\NTDS\data\LF\Exctracted PDFs\Reeve_Comparative_Accuracy_Effectiveness_Diagnostics_LF_PNG.pdf,3337,105,"#*#Author#*#Reeve D. #*#Title#*#Comparative accuracy and “field-friendly” effectiveness of diagnostic tools for lymphatic filariasis and neurocysticercosis in Papua New Guinea and Timor Leste with consideration on the impact on parasite reduction programs [Internet] [PhD]. James Cook University, School of Public Health, Tropical Medicine and Rehabilitation Sciences; #*#Date#*#2010 [cited 2017 Jan 18]. Available from: http://researchonline.jcu.edu.au/19042/2/02whole.pdf",PNG,NA,NA,1491,Prevalence of detectable microfiliaria due to lymphatic filariasis,NA,NA,99,"3,3",Survey - cross-sectional,Papua New Guinea|PNG,,NA,NA,26,PNG,NA,"Metvoe, Kavieng District, New Ireland Province",Representative for subnational location only,unknown,Point,NA,,NA,NA,,Village,0,1,polygon,,NA,J:\WORK\11_geospatial\06_original shapefiles\GADM\gadm28_levels_shp\gadm28_adm2.shp,27278,OBJECTID,,Both,NA,2006,,2006,,0,NA,5,99,1,1,prevalence,NA,NA,NA,0.19,NA,NA,NA,NA,NA,123,NA,NA,NA,,NA,person,1,0,NA,NA,NA,NA,persons showing microfilaria,microfilaria in blood,microfilaria in a 60 cmm blood smear,Wuchereria bancrofti,NA,NA,NA,NA,,586,586,NA,NA,Extracted from Graves 2013 with a look at original paper for further detail. Upper age limit not reported. Convenience sampling.,NA,cserway,NA,NA,NA,,,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,,288461,1,NA,0,NA,0,6,
total,J:\Project\NTDS\data\LF\Exctracted PDFs\Reeve_Comparative_Accuracy_Effectiveness_Diagnostics_LF_PNG.pdf,3338,105,"#*#Author#*#Reeve D. #*#Title#*#Comparative accuracy and “field-friendly” effectiveness of diagnostic tools for lymphatic filariasis and neurocysticercosis in Papua New Guinea and Timor Leste with consideration on the impact on parasite reduction programs [Internet] [PhD]. James Cook University, School of Public Health, Tropical Medicine and Rehabilitation Sciences; #*#Date#*#2010 [cited 2017 Jan 18]. Available from: http://researchonline.jcu.edu.au/19042/2/02whole.pdf",PNG,NA,NA,1491,Prevalence of detectable microfiliaria due to lymphatic filariasis,NA,NA,99,"3,3",Survey - cross-sectional,Papua New Guinea|PNG,,NA,NA,26,PNG,NA,"Metvoe, Kavieng District, New Ireland Province",Representative for subnational location only,unknown,Point,NA,,NA,NA,,Village,0,1,polygon,,NA,J:\WORK\11_geospatial\06_original shapefiles\GADM\gadm28_levels_shp\gadm28_adm2.shp,27278,OBJECTID,,Both,NA,2006,,2006,,0,NA,5,99,1,1,prevalence,NA,NA,NA,0.53,NA,NA,NA,NA,NA,131,NA,NA,NA,,NA,person,1,0,NA,NA,NA,NA,antigenaemia,CFA in blood,Og4C3 detected by ELISA,Wuchereria bancrofti,NA,NA,NA,NA,,586,586.1,NA,NA,Extracted from Graves 2013 with a look at original paper for further detail. Upper age limit not reported. Convenience sampling.,NA,cserway,NA,NA,NA,,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,,288461,NA,NA,0,1,0,6,
total,J:\Project\NTDS\data\LF\Exctracted PDFs\Reeve_Comparative_Accuracy_Effectiveness_Diagnostics_LF_PNG.pdf,3339,105,"#*#Author#*#Reeve D. #*#Title#*#Comparative accuracy and “field-friendly” effectiveness of diagnostic tools for lymphatic filariasis and neurocysticercosis in Papua New Guinea and Timor Leste with consideration on the impact on parasite reduction programs [Internet] [PhD]. James Cook University, School of Public Health, Tropical Medicine and Rehabilitation Sciences; #*#Date#*#2010 [cited 2017 Jan 18]. Available from: http://researchonline.jcu.edu.au/19042/2/02whole.pdf",PNG,NA,NA,1491,Prevalence of detectable microfiliaria due to lymphatic filariasis,NA,NA,99,"3,3",Survey - cross-sectional,Papua New Guinea|PNG,,NA,NA,26,PNG,NA,"Vaikeb, Kavieng District, New Ireland Province",Representative for subnational location only,unknown,Point,NA,,NA,NA,,Village,0,1,polygon,,NA,J:\WORK\11_geospatial\06_original shapefiles\GADM\gadm28_levels_shp\gadm28_adm2.shp,27278,OBJECTID,,Both,NA,2006,,2006,,0,NA,5,99,1,1,prevalence,NA,NA,NA,0.13,NA,NA,NA,NA,NA,88,NA,NA,NA,,NA,person,1,0,NA,NA,NA,NA,persons showing microfilaria,microfilaria in blood,microfilaria in a 60 cmm blood smear,Wuchereria bancrofti,NA,NA,NA,NA,,587,587,NA,NA,Extracted from Graves 2013 with a look at original paper for further detail. Upper age limit not reported. Convenience sampling.,NA,cserway,NA,NA,NA,,,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,,288461,1,NA,0,NA,0,6,
total,J:\Project\NTDS\data\LF\Exctracted PDFs\Reeve_Comparative_Accuracy_Effectiveness_Diagnostics_LF_PNG.pdf,3340,105,"#*#Author#*#Reeve D. #*#Title#*#Comparative accuracy and “field-friendly” effectiveness of diagnostic tools for lymphatic filariasis and neurocysticercosis in Papua New Guinea and Timor Leste with consideration on the impact on parasite reduction programs [Internet] [PhD]. James Cook University, School of Public Health, Tropical Medicine and Rehabilitation Sciences; #*#Date#*#2010 [cited 2017 Jan 18]. Available from: http://researchonline.jcu.edu.au/19042/2/02whole.pdf",PNG,NA,NA,1491,Prevalence of detectable microfiliaria due to lymphatic filariasis,NA,NA,99,"3,3",Survey - cross-sectional,Papua New Guinea|PNG,,NA,NA,26,PNG,NA,"Vaikeb, Kavieng District, New Ireland Province",Representative for subnational location only,unknown,Point,NA,,NA,NA,,Village,0,1,polygon,,NA,J:\WORK\11_geospatial\06_original shapefiles\GADM\gadm28_levels_shp\gadm28_adm2.shp,27278,OBJECTID,,Both,NA,2006,,2006,,0,NA,5,99,1,1,prevalence,NA,NA,NA,0.52,NA,NA,NA,NA,NA,89,NA,NA,NA,,NA,person,1,0,NA,NA,NA,NA,antigenaemia,CFA in blood,Og4C3 detected by ELISA,Wuchereria bancrofti,NA,NA,NA,NA,,587,587.1,NA,NA,Extracted from Graves 2013 with a look at original paper for further detail. Upper age limit not reported. Convenience sampling.,NA,cserway,NA,NA,NA,,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,,288461,NA,NA,0,1,0,6,
total,J:\Project\NTDS\data\LF\Exctracted PDFs\Reeve_Comparative_Accuracy_Effectiveness_Diagnostics_LF_PNG.pdf,3341,105,"#*#Author#*#Reeve D. #*#Title#*#Comparative accuracy and “field-friendly” effectiveness of diagnostic tools for lymphatic filariasis and neurocysticercosis in Papua New Guinea and Timor Leste with consideration on the impact on parasite reduction programs [Internet] [PhD]. James Cook University, School of Public Health, Tropical Medicine and Rehabilitation Sciences; #*#Date#*#2010 [cited 2017 Jan 18]. Available from: http://researchonline.jcu.edu.au/19042/2/02whole.pdf",PNG,NA,NA,1491,Prevalence of detectable microfiliaria due to lymphatic filariasis,NA,NA,99,"3,3",Survey - cross-sectional,Papua New Guinea|PNG,,NA,NA,26,PNG,NA,"Giurisi, Kandrian-Gloucester District, West New Britain Province",Representative for subnational location only,unknown,Point,NA,,NA,NA,,Village,0,1,polygon,,NA,J:\WORK\11_geospatial\06_original shapefiles\GADM\gadm28_levels_shp\gadm28_adm2.shp,27291,OBJECTID,,Both,NA,2006,,2006,,0,NA,5,99,1,1,prevalence,NA,NA,NA,0.09,NA,NA,NA,NA,NA,67,NA,NA,NA,,NA,person,1,0,NA,NA,NA,NA,persons showing microfilaria,microfilaria in blood,microfilaria in a 60 cmm blood smear,Wuchereria bancrofti,NA,NA,NA,NA,,588,588,NA,NA,Extracted from Graves 2013 with a look at original paper for further detail. Upper age limit not reported. Convenience sampling.,NA,cserway,NA,NA,NA,,,NA,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,,288461,1,NA,0,NA,0,6,
total,J:\Project\NTDS\data\LF\Exctracted PDFs\Reeve_Comparative_Accuracy_Effectiveness_Diagnostics_LF_PNG.pdf,3342,105,"#*#Author#*#Reeve D. #*#Title#*#Comparative accuracy and “field-friendly” effectiveness of diagnostic tools for lymphatic filariasis and neurocysticercosis in Papua New Guinea and Timor Leste with consideration on the impact on parasite reduction programs [Internet] [PhD]. James Cook University, School of Public Health, Tropical Medicine and Rehabilitation Sciences; #*#Date#*#2010 [cited 2017 Jan 18]. Available from: http://researchonline.jcu.edu.au/19042/2/02whole.pdf",PNG,NA,NA,1491,Prevalence of detectable microfiliaria due to lymphatic filariasis,NA,NA,99,"3,3",Survey - cross-sectional,Papua New Guinea|PNG,,NA,NA,26,PNG,NA,"Giurisi, Kandrian-Gloucester District, West New Britain Province",Representative for subnational location only,unknown,Point,NA,,NA,NA,,Village,0,1,polygon,,NA,J:\WORK\11_geospatial\06_original shapefiles\GADM\gadm28_levels_shp\gadm28_adm2.shp,27291,OBJECTID,,Both,NA,2006,,2006,,0,NA,5,99,1,1,prevalence,NA,NA,NA,0.31,NA,NA,NA,NA,NA,94,NA,NA,NA,,NA,person,1,0,NA,NA,NA,NA,antigenaemia,CFA in blood,positive ICT test,Wuchereria bancrofti,NA,NA,NA,NA,,588,588.1,NA,NA,Extracted from Graves 2013 with a look at original paper for further detail. Upper age limit not reported. Convenience sampling.,NA,cserway,NA,NA,NA,,,NA,1,NA,1,NA,NA,NA,NA,1,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,,288461,NA,1,0,NA,0,6,
total,J:\Project\NTDS\data\LF\Exctracted PDFs\Reeve_Comparative_Accuracy_Effectiveness_Diagnostics_LF_PNG.pdf,3343,105,"#*#Author#*#Reeve D. #*#Title#*#Comparative accuracy and “field-friendly” effectiveness of diagnostic tools for lymphatic filariasis and neurocysticercosis in Papua New Guinea and Timor Leste with consideration on the impact on parasite reduction programs [Internet] [PhD]. James Cook University, School of Public Health, Tropical Medicine and Rehabilitation Sciences; #*#Date#*#2010 [cited 2017 Jan 18]. Available from: http://researchonline.jcu.edu.au/19042/2/02whole.pdf",PNG,NA,NA,1491,Prevalence of detectable microfiliaria due to lymphatic filariasis,NA,NA,99,"3,3",Survey - cross-sectional,Papua New Guinea|PNG,,NA,NA,26,PNG,NA,"Giurisi, Kandrian-Gloucester District, West New Britain Province",Representative for subnational location only,unknown,Point,NA,,NA,NA,,Village,0,1,polygon,,NA,J:\WORK\11_geospatial\06_original shapefiles\GADM\gadm28_levels_shp\gadm28_adm2.shp,27291,OBJECTID,,Both,NA,2006,,2006,,0,NA,5,99,1,1,prevalence,NA,NA,NA,0.76,NA,NA,NA,NA,NA,82,NA,NA,NA,,NA,person,1,0,NA,NA,NA,NA,antigenaemia,CFA in blood,Og4C3 detected by ELISA,Wuchereria bancrofti,NA,NA,NA,NA,,588,588.2,NA,NA,Extracted from Graves 2013 with a look at original paper for further detail. Upper age limit not reported. Convenience sampling.,NA,cserway,NA,NA,NA,,,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,,288461,NA,NA,0,1,0,6,
total,J:\Project\NTDS\data\LF\Exctracted PDFs\Reeve_Comparative_Accuracy_Effectiveness_Diagnostics_LF_PNG.pdf,3344,105,"#*#Author#*#Reeve D. #*#Title#*#Comparative accuracy and “field-friendly” effectiveness of diagnostic tools for lymphatic filariasis and neurocysticercosis in Papua New Guinea and Timor Leste with consideration on the impact on parasite reduction programs [Internet] [PhD]. James Cook University, School of Public Health, Tropical Medicine and Rehabilitation Sciences; #*#Date#*#2010 [cited 2017 Jan 18]. Available from: http://researchonline.jcu.edu.au/19042/2/02whole.pdf",PNG,NA,NA,1491,Prevalence of detectable microfiliaria due to lymphatic filariasis,NA,NA,99,"3,3",Survey - cross-sectional,Papua New Guinea|PNG,,NA,NA,26,PNG,NA,"Malasongo, Kandrian-Gloucester District, West New Britain Province",Representative for subnational location only,unknown,Point,NA,,NA,NA,,Village,0,1,polygon,,NA,J:\WORK\11_geospatial\06_original shapefiles\GADM\gadm28_levels_shp\gadm28_adm2.shp,27291,OBJECTID,,Both,NA,2006,,2006,,0,NA,5,99,1,1,prevalence,NA,NA,NA,0.5,NA,NA,NA,NA,NA,10,NA,NA,NA,,NA,person,1,0,NA,NA,NA,NA,antigenaemia,CFA in blood,positive ICT test,Wuchereria bancrofti,NA,NA,NA,NA,,589,589,NA,NA,Extracted from Graves 2013 with a look at original paper for further detail. Upper age limit not reported. Convenience sampling.,NA,cserway,NA,NA,NA,,,NA,1,NA,1,NA,NA,NA,NA,1,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,,288461,NA,1,0,NA,0,6,
total,J:\Project\NTDS\data\LF\Exctracted PDFs\Reeve_Comparative_Accuracy_Effectiveness_Diagnostics_LF_PNG.pdf,3345,105,"#*#Author#*#Reeve D. #*#Title#*#Comparative accuracy and “field-friendly” effectiveness of diagnostic tools for lymphatic filariasis and neurocysticercosis in Papua New Guinea and Timor Leste with consideration on the impact on parasite reduction programs [Internet] [PhD]. James Cook University, School of Public Health, Tropical Medicine and Rehabilitation Sciences; #*#Date#*#2010 [cited 2017 Jan 18]. Available from: http://researchonline.jcu.edu.au/19042/2/02whole.pdf",PNG,NA,NA,1491,Prevalence of detectable microfiliaria due to lymphatic filariasis,NA,NA,99,"3,3",Survey - cross-sectional,Papua New Guinea|PNG,,NA,NA,26,PNG,NA,"Malasongo, Kandrian-Gloucester District, West New Britain Province",Representative for subnational location only,unknown,Point,NA,,NA,NA,,Village,0,1,polygon,,NA,J:\WORK\11_geospatial\06_original shapefiles\GADM\gadm28_levels_shp\gadm28_adm2.shp,27291,OBJECTID,,Both,NA,2006,,2006,,0,NA,5,99,1,1,prevalence,NA,NA,NA,0.67,NA,NA,NA,NA,NA,9,NA,NA,NA,,NA,person,1,0,NA,NA,NA,NA,antigenaemia,CFA in blood,Og4C3 detected by ELISA,Wuchereria bancrofti,NA,NA,NA,NA,,589,589.1,NA,NA,Extracted from Graves 2013 with a look at original paper for further detail. Upper age limit not reported. Convenience sampling.,NA,cserway,NA,NA,NA,,,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,,288461,NA,NA,0,1,0,6,
total,J:\Project\NTDS\data\LF\Exctracted PDFs\Reeve_Comparative_Accuracy_Effectiveness_Diagnostics_LF_PNG.pdf,3346,105,"#*#Author#*#Reeve D. #*#Title#*#Comparative accuracy and “field-friendly” effectiveness of diagnostic tools for lymphatic filariasis and neurocysticercosis in Papua New Guinea and Timor Leste with consideration on the impact on parasite reduction programs [Internet] [PhD]. James Cook University, School of Public Health, Tropical Medicine and Rehabilitation Sciences; #*#Date#*#2010 [cited 2017 Jan 18]. Available from: http://researchonline.jcu.edu.au/19042/2/02whole.pdf",PNG,NA,NA,1491,Prevalence of detectable microfiliaria due to lymphatic filariasis,NA,NA,99,"3,3",Survey - cross-sectional,Papua New Guinea|PNG,,NA,NA,26,PNG,NA,"Lovangai mission, Kavieng District, New Ireland Province",Representative for subnational location only,unknown,Point,NA,,-2.634601,150.300606,,Village,0,0,point,,NA,,NA,,,Both,NA,2006,,2006,,0,NA,5,99,1,1,prevalence,NA,NA,NA,0.16,NA,NA,NA,NA,NA,104,NA,NA,NA,,NA,person,1,0,NA,NA,NA,NA,persons showing microfilaria,microfilaria in blood,microfilaria in a 60 cmm blood smear,Wuchereria bancrofti,NA,NA,NA,NA,,590,590,NA,NA,Extracted from Graves 2013 with a look at original paper for further detail. Upper age limit not reported. Convenience sampling.,NA,cserway,NA,NA,NA,,,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,,288461,1,NA,0,NA,0,6,
total,J:\Project\NTDS\data\LF\Exctracted PDFs\Reeve_Comparative_Accuracy_Effectiveness_Diagnostics_LF_PNG.pdf,3347,105,"#*#Author#*#Reeve D. #*#Title#*#Comparative accuracy and “field-friendly” effectiveness of diagnostic tools for lymphatic filariasis and neurocysticercosis in Papua New Guinea and Timor Leste with consideration on the impact on parasite reduction programs [Internet] [PhD]. James Cook University, School of Public Health, Tropical Medicine and Rehabilitation Sciences; #*#Date#*#2010 [cited 2017 Jan 18]. Available from: http://researchonline.jcu.edu.au/19042/2/02whole.pdf",PNG,NA,NA,1491,Prevalence of detectable microfiliaria due to lymphatic filariasis,NA,NA,99,"3,3",Survey - cross-sectional,Papua New Guinea|PNG,,NA,NA,26,PNG,NA,"Lovangai mission, Kavieng District, New Ireland Province",Representative for subnational location only,unknown,Point,NA,,-2.634601,150.300606,,Village,0,0,point,,NA,,NA,,,Both,NA,2006,,2006,,0,NA,5,99,1,1,prevalence,NA,NA,NA,0.62,NA,NA,NA,NA,NA,119,NA,NA,NA,,NA,person,1,0,NA,NA,NA,NA,antigenaemia,CFA in blood,Og4C3 detected by ELISA,Wuchereria bancrofti,NA,NA,NA,NA,,590,590.1,NA,NA,Extracted from Graves 2013 with a look at original paper for further detail. Upper age limit not reported. Convenience sampling.,NA,cserway,NA,NA,NA,,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,,288461,NA,NA,0,1,0,6,
total,J:\Project\NTDS\data\LF\Exctracted PDFs\Reeve_Comparative_Accuracy_Effectiveness_Diagnostics_LF_PNG.pdf,3348,105,"#*#Author#*#Reeve D. #*#Title#*#Comparative accuracy and “field-friendly” effectiveness of diagnostic tools for lymphatic filariasis and neurocysticercosis in Papua New Guinea and Timor Leste with consideration on the impact on parasite reduction programs [Internet] [PhD]. James Cook University, School of Public Health, Tropical Medicine and Rehabilitation Sciences; #*#Date#*#2010 [cited 2017 Jan 18]. Available from: http://researchonline.jcu.edu.au/19042/2/02whole.pdf",PNG,NA,NA,1491,Prevalence of detectable microfiliaria due to lymphatic filariasis,NA,NA,99,"3,3",Survey - cross-sectional,Papua New Guinea|PNG,,NA,NA,26,PNG,NA,"Ungat, Kavieng District, New Ireland Province",Representative for subnational location only,unknown,Point,NA,,-2.65667,150.2557,,Village,0,0,point,,NA,,NA,,,Both,NA,2006,,2006,,0,NA,5,99,1,1,prevalence,NA,NA,NA,0.12,NA,NA,NA,NA,NA,65,NA,NA,NA,,NA,person,1,0,NA,NA,NA,NA,persons showing microfilaria,microfilaria in blood,microfilaria in a 60 cmm blood smear,Wuchereria bancrofti,NA,NA,NA,NA,,591,591,NA,NA,Extracted from Graves 2013 with a look at original paper for further detail. Upper age limit not reported. Convenience sampling.,NA,cserway,NA,NA,NA,,,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,,288461,1,NA,0,NA,0,6,
total,J:\Project\NTDS\data\LF\Exctracted PDFs\Reeve_Comparative_Accuracy_Effectiveness_Diagnostics_LF_PNG.pdf,3349,105,"#*#Author#*#Reeve D. #*#Title#*#Comparative accuracy and “field-friendly” effectiveness of diagnostic tools for lymphatic filariasis and neurocysticercosis in Papua New Guinea and Timor Leste with consideration on the impact on parasite reduction programs [Internet] [PhD]. James Cook University, School of Public Health, Tropical Medicine and Rehabilitation Sciences; #*#Date#*#2010 [cited 2017 Jan 18]. Available from: http://researchonline.jcu.edu.au/19042/2/02whole.pdf",PNG,NA,NA,1491,Prevalence of detectable microfiliaria due to lymphatic filariasis,NA,NA,99,"3,3",Survey - cross-sectional,Papua New Guinea|PNG,,NA,NA,26,PNG,NA,"Ungat, Kavieng District, New Ireland Province",Representative for subnational location only,unknown,Point,NA,,-2.65667,150.2557,,Village,0,0,point,,NA,,NA,,,Both,NA,2006,,2006,,0,NA,5,99,1,1,prevalence,NA,NA,NA,0.53,NA,NA,NA,NA,NA,79,NA,NA,NA,,NA,person,1,0,NA,NA,NA,NA,antigenaemia,CFA in blood,Og4C3 detected by ELISA,Wuchereria bancrofti,NA,NA,NA,NA,,591,591.1,NA,NA,Extracted from Graves 2013 with a look at original paper for further detail. Upper age limit not reported. Convenience sampling.,NA,cserway,NA,NA,NA,,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,,288461,NA,NA,0,1,0,6,
total,J:\Project\NTDS\data\LF\Exctracted PDFs\Reeve_Comparative_Accuracy_Effectiveness_Diagnostics_LF_PNG.pdf,3350,105,"#*#Author#*#Reeve D. #*#Title#*#Comparative accuracy and “field-friendly” effectiveness of diagnostic tools for lymphatic filariasis and neurocysticercosis in Papua New Guinea and Timor Leste with consideration on the impact on parasite reduction programs [Internet] [PhD]. James Cook University, School of Public Health, Tropical Medicine and Rehabilitation Sciences; #*#Date#*#2010 [cited 2017 Jan 18]. Available from: http://researchonline.jcu.edu.au/19042/2/02whole.pdf",PNG,NA,NA,1491,Prevalence of detectable microfiliaria due to lymphatic filariasis,NA,NA,99,"3,3",Survey - cross-sectional,Papua New Guinea|PNG,,NA,NA,26,PNG,NA,"Amfar, Namanatai District, New Ireland Province",Representative for subnational location only,unknown,Point,NA,,-3.37987,153.29492,,Village,0,0,point,,NA,,NA,,,Both,NA,2006,,2006,,0,NA,5,99,1,1,prevalence,NA,NA,NA,0.02,NA,NA,NA,NA,NA,182,NA,NA,NA,,NA,person,1,0,NA,NA,NA,NA,persons showing microfilaria,microfilaria in blood,microfilaria in a 60 cmm blood smear,Wuchereria bancrofti,NA,NA,NA,NA,,592,592,NA,NA,Extracted from Graves 2013 with a look at original paper for further detail. Upper age limit not reported. Convenience sampling.,NA,cserway,NA,NA,NA,,,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,,288461,1,NA,0,NA,0,6,
